0.3361 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of [u'Line-out (Green Rear)']
6.4449 	EXP 	text: autoDraw = False
6.4449 	EXP 	interStimInt: autoDraw = True
6.4790 	EXP 	interStimInt: autoDraw = False
6.4790 	EXP 	text: text = 2
6.4790 	EXP 	text: autoDraw = True
6.5121 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'stimulus', u'M'), (u'category', u'letter')])
6.5308 	EXP 	text: autoDraw = False
6.5308 	EXP 	interStimInt: autoDraw = True
6.5624 	EXP 	interStimInt: autoDraw = False
6.5624 	EXP 	text: text = u'M'
6.5624 	EXP 	text: autoDraw = True
6.5961 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'stimulus', 5), (u'category', u'number')])
6.6122 	EXP 	text: autoDraw = False
6.6122 	EXP 	interStimInt: autoDraw = True
6.6457 	EXP 	interStimInt: autoDraw = False
6.6457 	EXP 	text: text = 5
6.6457 	EXP 	text: autoDraw = True
6.6795 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'stimulus', u'K'), (u'category', u'letter')])
6.6956 	EXP 	text: autoDraw = False
6.6956 	EXP 	interStimInt: autoDraw = True
6.7304 	EXP 	interStimInt: autoDraw = False
6.7304 	EXP 	text: text = u'K'
6.7304 	EXP 	text: autoDraw = True
6.7628 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'stimulus', u'U'), (u'category', u'letter')])
6.7789 	EXP 	text: autoDraw = False
6.7789 	EXP 	interStimInt: autoDraw = True
6.8124 	EXP 	interStimInt: autoDraw = False
6.8124 	EXP 	text: text = u'U'
6.8124 	EXP 	text: autoDraw = True
6.8462 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'stimulus', u'V'), (u'category', u'letter')])
6.8623 	EXP 	text: autoDraw = False
6.8623 	EXP 	interStimInt: autoDraw = True
6.8956 	EXP 	interStimInt: autoDraw = False
6.8956 	EXP 	text: text = u'V'
6.8956 	EXP 	text: autoDraw = True
6.9308 	EXP 	New trial (rep=0, index=10): OrderedDict([(u'stimulus', u'O'), (u'category', u'letter')])
6.9457 	EXP 	text: autoDraw = False
6.9457 	EXP 	interStimInt: autoDraw = True
6.9791 	EXP 	interStimInt: autoDraw = False
6.9791 	EXP 	text: text = u'O'
6.9791 	EXP 	text: autoDraw = True
7.0127 	EXP 	New trial (rep=0, index=11): OrderedDict([(u'stimulus', u'I'), (u'category', u'letter')])
7.0303 	EXP 	text: autoDraw = False
7.0303 	EXP 	interStimInt: autoDraw = True
7.0624 	EXP 	interStimInt: autoDraw = False
7.0624 	EXP 	text: text = u'I'
7.0624 	EXP 	text: autoDraw = True
7.0961 	EXP 	New trial (rep=0, index=12): OrderedDict([(u'stimulus', u'E'), (u'category', u'letter')])
7.1123 	EXP 	text: autoDraw = False
7.1123 	EXP 	interStimInt: autoDraw = True
7.1458 	EXP 	interStimInt: autoDraw = False
7.1458 	EXP 	text: text = u'E'
7.1458 	EXP 	text: autoDraw = True
7.1795 	EXP 	New trial (rep=0, index=13): OrderedDict([(u'stimulus', u'P'), (u'category', u'letter')])
7.1957 	EXP 	text: autoDraw = False
7.1957 	EXP 	interStimInt: autoDraw = True
7.2307 	EXP 	interStimInt: autoDraw = False
7.2307 	EXP 	text: text = u'P'
7.2307 	EXP 	text: autoDraw = True
7.2630 	EXP 	New trial (rep=0, index=14): OrderedDict([(u'stimulus', u'Y'), (u'category', u'letter')])
7.2790 	EXP 	text: autoDraw = False
7.2790 	EXP 	interStimInt: autoDraw = True
7.3124 	EXP 	interStimInt: autoDraw = False
7.3124 	EXP 	text: text = u'Y'
7.3124 	EXP 	text: autoDraw = True
7.3480 	EXP 	New trial (rep=0, index=15): OrderedDict([(u'stimulus', u'probe'), (u'category', u'probe')])
7.3624 	EXP 	text: autoDraw = False
7.3624 	EXP 	interStimInt: autoDraw = True
7.3957 	EXP 	interStimInt: autoDraw = False
7.3957 	EXP 	text: text = u'probe'
7.3957 	EXP 	text: autoDraw = True
7.4295 	EXP 	New trial (rep=0, index=16): OrderedDict([(u'stimulus', u'H'), (u'category', u'letter')])
7.4477 	EXP 	text: autoDraw = False
7.4477 	EXP 	interStimInt: autoDraw = True
7.4791 	EXP 	interStimInt: autoDraw = False
7.4791 	EXP 	text: text = u'H'
7.4791 	EXP 	text: autoDraw = True
7.5129 	EXP 	New trial (rep=0, index=17): OrderedDict([(u'stimulus', u'J'), (u'category', u'letter')])
7.5290 	EXP 	text: autoDraw = False
7.5290 	EXP 	interStimInt: autoDraw = True
7.5623 	EXP 	interStimInt: autoDraw = False
7.5623 	EXP 	text: text = u'J'
7.5623 	EXP 	text: autoDraw = True
7.5963 	EXP 	New trial (rep=0, index=18): OrderedDict([(u'stimulus', 4), (u'category', u'number')])
7.6122 	EXP 	text: autoDraw = False
7.6122 	EXP 	interStimInt: autoDraw = True
7.6475 	EXP 	interStimInt: autoDraw = False
7.6475 	EXP 	text: text = 4
7.6475 	EXP 	text: autoDraw = True
7.6797 	EXP 	New trial (rep=0, index=19): OrderedDict([(u'stimulus', u'S'), (u'category', u'letter')])
7.6957 	EXP 	text: autoDraw = False
7.6957 	EXP 	interStimInt: autoDraw = True
7.7290 	EXP 	interStimInt: autoDraw = False
7.7290 	EXP 	interStimInt: autoDraw = False
7.7290 	EXP 	text: text = u'S'
7.7290 	EXP 	text: autoDraw = True
7.7631 	EXP 	New trial (rep=0, index=20): OrderedDict([(u'stimulus', 3), (u'category', u'number')])
7.7790 	EXP 	text: autoDraw = False
7.7790 	EXP 	interStimInt: autoDraw = True
7.8123 	EXP 	interStimInt: autoDraw = False
7.8123 	EXP 	interStimInt: autoDraw = False
7.8123 	EXP 	text: text = 3
7.8123 	EXP 	text: autoDraw = True
7.8480 	EXP 	New trial (rep=0, index=21): OrderedDict([(u'stimulus', u'Q'), (u'category', u'letter')])
7.8624 	EXP 	text: autoDraw = False
7.8624 	EXP 	interStimInt: autoDraw = True
7.8959 	EXP 	interStimInt: autoDraw = False
7.8959 	EXP 	interStimInt: autoDraw = False
7.8959 	EXP 	text: text = u'Q'
7.8959 	EXP 	text: autoDraw = True
7.9299 	EXP 	New trial (rep=0, index=22): OrderedDict([(u'stimulus', u'R'), (u'category', u'letter')])
7.9476 	EXP 	text: autoDraw = False
7.9476 	EXP 	text: autoDraw = False
7.9476 	EXP 	interStimInt: autoDraw = True
7.9791 	EXP 	interStimInt: autoDraw = False
7.9791 	EXP 	interStimInt: autoDraw = False
7.9791 	EXP 	text: text = u'R'
7.9791 	EXP 	text: autoDraw = True
8.0130 	EXP 	New trial (rep=0, index=23): OrderedDict([(u'stimulus', u'G'), (u'category', u'letter')])
8.0290 	EXP 	text: autoDraw = False
8.0290 	EXP 	text: autoDraw = False
8.0290 	EXP 	interStimInt: autoDraw = True
8.0624 	EXP 	interStimInt: autoDraw = False
8.0624 	EXP 	interStimInt: autoDraw = False
8.0624 	EXP 	text: text = u'G'
8.0624 	EXP 	text: autoDraw = True
8.0963 	EXP 	New trial (rep=0, index=24): OrderedDict([(u'stimulus', None), (u'category', u'blank')])
8.1124 	EXP 	text: autoDraw = False
8.1124 	EXP 	text: autoDraw = False
8.1124 	EXP 	interStimInt: autoDraw = True
8.1476 	EXP 	interStimInt: autoDraw = False
8.1476 	EXP 	interStimInt: autoDraw = False
8.1476 	EXP 	text: text = 'G'
8.1476 	EXP 	text: autoDraw = True
8.1797 	EXP 	New trial (rep=0, index=25): OrderedDict([(u'stimulus', 8), (u'category', u'number')])
8.1957 	EXP 	text: autoDraw = False
8.1957 	EXP 	text: autoDraw = False
8.1957 	EXP 	interStimInt: autoDraw = True
8.2294 	EXP 	interStimInt: autoDraw = False
8.2294 	EXP 	interStimInt: autoDraw = False
8.2294 	EXP 	text: text = 8
8.2294 	EXP 	text: autoDraw = True
8.2634 	EXP 	New trial (rep=0, index=26): OrderedDict([(u'stimulus', u'A'), (u'category', u'letter')])
8.2791 	EXP 	text: autoDraw = False
8.2791 	EXP 	text: autoDraw = False
8.2791 	EXP 	interStimInt: autoDraw = True
8.3129 	EXP 	interStimInt: autoDraw = False
8.3129 	EXP 	interStimInt: autoDraw = False
8.3129 	EXP 	text: text = u'A'
8.3129 	EXP 	text: autoDraw = True
8.3485 	EXP 	New trial (rep=0, index=27): OrderedDict([(u'stimulus', u'Z'), (u'category', u'letter')])
8.3624 	EXP 	text: autoDraw = False
8.3624 	EXP 	text: autoDraw = False
8.3624 	EXP 	interStimInt: autoDraw = True
8.3958 	EXP 	interStimInt: autoDraw = False
8.3958 	EXP 	interStimInt: autoDraw = False
8.3958 	EXP 	text: text = u'Z'
8.3958 	EXP 	text: autoDraw = True
8.4299 	EXP 	New trial (rep=0, index=28): OrderedDict([(u'stimulus', u'D'), (u'category', u'letter')])
8.4475 	EXP 	text: autoDraw = False
8.4475 	EXP 	text: autoDraw = False
8.4475 	EXP 	interStimInt: autoDraw = True
8.4791 	EXP 	interStimInt: autoDraw = False
8.4791 	EXP 	interStimInt: autoDraw = False
8.4791 	EXP 	text: text = u'D'
8.4791 	EXP 	text: autoDraw = True
8.5132 	EXP 	New trial (rep=0, index=29): OrderedDict([(u'stimulus', u'L'), (u'category', u'letter')])
8.5291 	EXP 	text: autoDraw = False
8.5291 	EXP 	text: autoDraw = False
8.5291 	EXP 	interStimInt: autoDraw = True
8.5625 	EXP 	interStimInt: autoDraw = False
8.5625 	EXP 	interStimInt: autoDraw = False
8.5625 	EXP 	text: text = u'L'
8.5625 	EXP 	text: autoDraw = True
8.5965 	EXP 	New trial (rep=0, index=30): OrderedDict([(u'stimulus', u'T'), (u'category', u'letter')])
8.6124 	EXP 	text: autoDraw = False
8.6124 	EXP 	text: autoDraw = False
8.6124 	EXP 	interStimInt: autoDraw = True
8.6470 	EXP 	interStimInt: autoDraw = False
8.6470 	EXP 	interStimInt: autoDraw = False
8.6470 	EXP 	text: text = u'T'
8.6470 	EXP 	text: autoDraw = True
8.6798 	EXP 	New trial (rep=0, index=31): OrderedDict([(u'stimulus', u'X'), (u'category', u'letter')])
8.6956 	EXP 	text: autoDraw = False
8.6956 	EXP 	text: autoDraw = False
8.6956 	EXP 	interStimInt: autoDraw = True
8.7294 	EXP 	interStimInt: autoDraw = False
8.7294 	EXP 	interStimInt: autoDraw = False
8.7294 	EXP 	text: text = u'X'
8.7294 	EXP 	text: autoDraw = True
8.7632 	EXP 	New trial (rep=0, index=32): OrderedDict([(u'stimulus', u'W'), (u'category', u'letter')])
8.7791 	EXP 	text: autoDraw = False
8.7791 	EXP 	text: autoDraw = False
8.7791 	EXP 	interStimInt: autoDraw = True
8.8125 	EXP 	interStimInt: autoDraw = False
8.8125 	EXP 	interStimInt: autoDraw = False
8.8125 	EXP 	text: text = u'W'
8.8125 	EXP 	text: autoDraw = True
8.8482 	EXP 	New trial (rep=0, index=33): OrderedDict([(u'stimulus', 7), (u'category', u'number')])
8.8625 	EXP 	text: autoDraw = False
8.8625 	EXP 	text: autoDraw = False
8.8625 	EXP 	interStimInt: autoDraw = True
8.8959 	EXP 	interStimInt: autoDraw = False
8.8959 	EXP 	interStimInt: autoDraw = False
8.8959 	EXP 	text: text = 7
8.8959 	EXP 	text: autoDraw = True
8.9299 	EXP 	New trial (rep=0, index=34): OrderedDict([(u'stimulus', u'N'), (u'category', u'letter')])
8.9458 	EXP 	text: autoDraw = False
8.9458 	EXP 	text: autoDraw = False
8.9458 	EXP 	interStimInt: autoDraw = True
8.9792 	EXP 	interStimInt: autoDraw = False
8.9792 	EXP 	interStimInt: autoDraw = False
8.9792 	EXP 	text: text = u'N'
8.9792 	EXP 	text: autoDraw = True
9.0132 	EXP 	New trial (rep=0, index=35): OrderedDict([(u'stimulus', 9), (u'category', u'number')])
9.0291 	EXP 	text: autoDraw = False
9.0291 	EXP 	text: autoDraw = False
9.0291 	EXP 	interStimInt: autoDraw = True
9.0643 	EXP 	interStimInt: autoDraw = False
9.0643 	EXP 	interStimInt: autoDraw = False
9.0643 	EXP 	text: text = 9
9.0643 	EXP 	text: autoDraw = True
9.0964 	EXP 	New trial (rep=0, index=36): OrderedDict([(u'stimulus', 1), (u'category', u'number')])
9.1124 	EXP 	text: autoDraw = False
9.1124 	EXP 	text: autoDraw = False
9.1124 	EXP 	interStimInt: autoDraw = True
9.1459 	EXP 	interStimInt: autoDraw = False
9.1459 	EXP 	interStimInt: autoDraw = False
9.1459 	EXP 	text: text = 1
9.1459 	EXP 	text: autoDraw = True
9.1799 	EXP 	New trial (rep=1, index=0): OrderedDict([(u'stimulus', 2), (u'category', u'number')])
9.1958 	EXP 	text: autoDraw = False
9.1958 	EXP 	text: autoDraw = False
9.1958 	EXP 	interStimInt: autoDraw = True
9.2292 	EXP 	interStimInt: autoDraw = False
9.2292 	EXP 	interStimInt: autoDraw = False
9.2292 	EXP 	text: text = 2
9.2292 	EXP 	text: autoDraw = True
9.2650 	EXP 	New trial (rep=1, index=1): OrderedDict([(u'stimulus', 6), (u'category', u'number')])
9.2792 	EXP 	text: autoDraw = False
9.2792 	EXP 	text: autoDraw = False
9.2792 	EXP 	interStimInt: autoDraw = True
9.3125 	EXP 	interStimInt: autoDraw = False
9.3125 	EXP 	interStimInt: autoDraw = False
9.3125 	EXP 	text: text = 6
9.3125 	EXP 	text: autoDraw = True
9.3464 	EXP 	New trial (rep=1, index=2): OrderedDict([(u'stimulus', u'U'), (u'category', u'letter')])
9.3643 	EXP 	text: autoDraw = False
9.3643 	EXP 	text: autoDraw = False
9.3643 	EXP 	interStimInt: autoDraw = True
9.3961 	EXP 	interStimInt: autoDraw = False
9.3961 	EXP 	interStimInt: autoDraw = False
9.3961 	EXP 	text: text = u'U'
9.3961 	EXP 	text: autoDraw = True
9.4297 	EXP 	New trial (rep=1, index=3): OrderedDict([(u'stimulus', u'B'), (u'category', u'letter')])
9.4457 	EXP 	text: autoDraw = False
9.4457 	EXP 	text: autoDraw = False
9.4457 	EXP 	interStimInt: autoDraw = True
9.4792 	EXP 	interStimInt: autoDraw = False
9.4792 	EXP 	interStimInt: autoDraw = False
9.4792 	EXP 	text: text = u'B'
9.4792 	EXP 	text: autoDraw = True
9.5132 	EXP 	New trial (rep=1, index=4): OrderedDict([(u'stimulus', u'O'), (u'category', u'letter')])
9.5292 	EXP 	text: autoDraw = False
9.5292 	EXP 	text: autoDraw = False
9.5292 	EXP 	interStimInt: autoDraw = True
9.5644 	EXP 	interStimInt: autoDraw = False
9.5644 	EXP 	interStimInt: autoDraw = False
9.5644 	EXP 	text: text = u'O'
9.5644 	EXP 	text: autoDraw = True
9.5966 	EXP 	New trial (rep=1, index=5): OrderedDict([(u'stimulus', 1), (u'category', u'number')])
9.6125 	EXP 	text: autoDraw = False
9.6125 	EXP 	text: autoDraw = False
9.6125 	EXP 	interStimInt: autoDraw = True
9.6459 	EXP 	interStimInt: autoDraw = False
9.6459 	EXP 	interStimInt: autoDraw = False
9.6459 	EXP 	text: text = 1
9.6459 	EXP 	text: autoDraw = True
9.6799 	EXP 	New trial (rep=1, index=6): OrderedDict([(u'stimulus', u'L'), (u'category', u'letter')])
9.6958 	EXP 	text: autoDraw = False
9.6958 	EXP 	text: autoDraw = False
9.6958 	EXP 	interStimInt: autoDraw = True
9.7291 	EXP 	interStimInt: autoDraw = False
9.7291 	EXP 	interStimInt: autoDraw = False
9.7291 	EXP 	text: text = u'L'
9.7291 	EXP 	text: autoDraw = True
9.7651 	EXP 	New trial (rep=1, index=7): OrderedDict([(u'stimulus', 8), (u'category', u'number')])
9.7792 	EXP 	text: autoDraw = False
9.7792 	EXP 	text: autoDraw = False
9.7792 	EXP 	interStimInt: autoDraw = True
9.8127 	EXP 	interStimInt: autoDraw = False
9.8127 	EXP 	interStimInt: autoDraw = False
9.8127 	EXP 	text: text = 8
9.8127 	EXP 	text: autoDraw = True
9.8465 	EXP 	New trial (rep=1, index=8): OrderedDict([(u'stimulus', u'W'), (u'category', u'letter')])
9.8641 	EXP 	text: autoDraw = False
9.8641 	EXP 	text: autoDraw = False
9.8641 	EXP 	interStimInt: autoDraw = True
9.8959 	EXP 	interStimInt: autoDraw = False
9.8959 	EXP 	interStimInt: autoDraw = False
9.8959 	EXP 	text: text = u'W'
9.8959 	EXP 	text: autoDraw = True
9.9299 	EXP 	New trial (rep=1, index=9): OrderedDict([(u'stimulus', 4), (u'category', u'number')])
9.9458 	EXP 	text: autoDraw = False
9.9458 	EXP 	text: autoDraw = False
9.9458 	EXP 	interStimInt: autoDraw = True
9.9793 	EXP 	interStimInt: autoDraw = False
9.9793 	EXP 	interStimInt: autoDraw = False
9.9793 	EXP 	text: text = 4
9.9793 	EXP 	text: autoDraw = True
10.0136 	EXP 	New trial (rep=1, index=10): OrderedDict([(u'stimulus', 7), (u'category', u'number')])
10.0293 	EXP 	text: autoDraw = False
10.0293 	EXP 	text: autoDraw = False
10.0293 	EXP 	interStimInt: autoDraw = True
10.0636 	EXP 	interStimInt: autoDraw = False
10.0636 	EXP 	interStimInt: autoDraw = False
10.0636 	EXP 	text: text = 7
10.0636 	EXP 	text: autoDraw = True
10.0967 	EXP 	New trial (rep=1, index=11): OrderedDict([(u'stimulus', u'G'), (u'category', u'letter')])
10.1125 	EXP 	text: autoDraw = False
10.1125 	EXP 	text: autoDraw = False
10.1125 	EXP 	interStimInt: autoDraw = True
10.1459 	EXP 	interStimInt: autoDraw = False
10.1459 	EXP 	interStimInt: autoDraw = False
10.1459 	EXP 	text: text = u'G'
10.1459 	EXP 	text: autoDraw = True
10.1799 	EXP 	New trial (rep=1, index=12): OrderedDict([(u'stimulus', u'Q'), (u'category', u'letter')])
10.1958 	EXP 	text: autoDraw = False
10.1958 	EXP 	text: autoDraw = False
10.1958 	EXP 	interStimInt: autoDraw = True
10.2292 	EXP 	interStimInt: autoDraw = False
10.2292 	EXP 	interStimInt: autoDraw = False
10.2292 	EXP 	text: text = u'Q'
10.2292 	EXP 	text: autoDraw = True
10.2645 	EXP 	New trial (rep=1, index=13): OrderedDict([(u'stimulus', u'F'), (u'category', u'letter')])
10.2795 	EXP 	text: autoDraw = False
10.2795 	EXP 	text: autoDraw = False
10.2795 	EXP 	interStimInt: autoDraw = True
10.3126 	EXP 	interStimInt: autoDraw = False
10.3126 	EXP 	interStimInt: autoDraw = False
10.3126 	EXP 	text: text = u'F'
10.3126 	EXP 	text: autoDraw = True
10.3464 	EXP 	New trial (rep=1, index=14): OrderedDict([(u'stimulus', u'X'), (u'category', u'letter')])
10.3626 	EXP 	text: autoDraw = False
10.3626 	EXP 	text: autoDraw = False
10.3626 	EXP 	interStimInt: autoDraw = True
10.3959 	EXP 	interStimInt: autoDraw = False
10.3959 	EXP 	interStimInt: autoDraw = False
10.3959 	EXP 	text: text = u'X'
10.3959 	EXP 	text: autoDraw = True
10.4299 	EXP 	New trial (rep=1, index=15): OrderedDict([(u'stimulus', u'A'), (u'category', u'letter')])
10.4458 	EXP 	text: autoDraw = False
10.4458 	EXP 	text: autoDraw = False
10.4458 	EXP 	interStimInt: autoDraw = True
10.4811 	EXP 	interStimInt: autoDraw = False
10.4811 	EXP 	interStimInt: autoDraw = False
10.4811 	EXP 	text: text = u'A'
10.4811 	EXP 	text: autoDraw = True
10.5134 	EXP 	New trial (rep=1, index=16): OrderedDict([(u'stimulus', u'J'), (u'category', u'letter')])
10.5291 	EXP 	text: autoDraw = False
10.5291 	EXP 	text: autoDraw = False
10.5291 	EXP 	interStimInt: autoDraw = True
10.5625 	EXP 	interStimInt: autoDraw = False
10.5625 	EXP 	interStimInt: autoDraw = False
10.5625 	EXP 	text: text = u'J'
10.5625 	EXP 	text: autoDraw = True
10.5967 	EXP 	New trial (rep=1, index=17): OrderedDict([(u'stimulus', u'S'), (u'category', u'letter')])
10.6126 	EXP 	text: autoDraw = False
10.6126 	EXP 	text: autoDraw = False
10.6126 	EXP 	interStimInt: autoDraw = True
10.6459 	EXP 	interStimInt: autoDraw = False
10.6459 	EXP 	interStimInt: autoDraw = False
10.6459 	EXP 	text: text = u'S'
10.6459 	EXP 	text: autoDraw = True
10.6819 	EXP 	New trial (rep=1, index=18): OrderedDict([(u'stimulus', 3), (u'category', u'number')])
10.6960 	EXP 	text: autoDraw = False
10.6960 	EXP 	text: autoDraw = False
10.6960 	EXP 	interStimInt: autoDraw = True
10.7293 	EXP 	interStimInt: autoDraw = False
10.7293 	EXP 	interStimInt: autoDraw = False
10.7293 	EXP 	text: text = 3
10.7293 	EXP 	text: autoDraw = True
10.7632 	EXP 	New trial (rep=1, index=19): OrderedDict([(u'stimulus', u'P'), (u'category', u'letter')])
10.7812 	EXP 	text: autoDraw = False
10.7812 	EXP 	text: autoDraw = False
10.7812 	EXP 	interStimInt: autoDraw = True
10.8126 	EXP 	interStimInt: autoDraw = False
10.8126 	EXP 	interStimInt: autoDraw = False
10.8126 	EXP 	text: text = u'P'
10.8126 	EXP 	text: autoDraw = True
10.8466 	EXP 	New trial (rep=1, index=20): OrderedDict([(u'stimulus', u'Y'), (u'category', u'letter')])
10.8625 	EXP 	text: autoDraw = False
10.8625 	EXP 	text: autoDraw = False
10.8625 	EXP 	interStimInt: autoDraw = True
10.8961 	EXP 	interStimInt: autoDraw = False
10.8961 	EXP 	interStimInt: autoDraw = False
10.8961 	EXP 	text: text = u'Y'
10.8961 	EXP 	text: autoDraw = True
10.9299 	EXP 	New trial (rep=1, index=21): OrderedDict([(u'stimulus', u'D'), (u'category', u'letter')])
10.9459 	EXP 	text: autoDraw = False
10.9459 	EXP 	text: autoDraw = False
10.9459 	EXP 	interStimInt: autoDraw = True
10.9812 	EXP 	interStimInt: autoDraw = False
10.9812 	EXP 	interStimInt: autoDraw = False
10.9812 	EXP 	text: text = u'D'
10.9812 	EXP 	text: autoDraw = True
11.0134 	EXP 	New trial (rep=1, index=22): OrderedDict([(u'stimulus', u'C'), (u'category', u'letter')])
11.0294 	EXP 	text: autoDraw = False
11.0294 	EXP 	text: autoDraw = False
11.0294 	EXP 	interStimInt: autoDraw = True
11.0626 	EXP 	interStimInt: autoDraw = False
11.0626 	EXP 	interStimInt: autoDraw = False
11.0626 	EXP 	text: text = u'C'
11.0626 	EXP 	text: autoDraw = True
11.0965 	EXP 	New trial (rep=1, index=23): OrderedDict([(u'stimulus', u'probe'), (u'category', u'probe')])
11.1126 	EXP 	text: autoDraw = False
11.1126 	EXP 	text: autoDraw = False
11.1126 	EXP 	interStimInt: autoDraw = True
11.1461 	EXP 	interStimInt: autoDraw = False
11.1461 	EXP 	interStimInt: autoDraw = False
11.1461 	EXP 	text: text = u'probe'
11.1461 	EXP 	text: autoDraw = True
11.1818 	EXP 	New trial (rep=1, index=24): OrderedDict([(u'stimulus', u'N'), (u'category', u'letter')])
11.1960 	EXP 	text: autoDraw = False
11.1960 	EXP 	text: autoDraw = False
11.1960 	EXP 	interStimInt: autoDraw = True
11.2292 	EXP 	interStimInt: autoDraw = False
11.2292 	EXP 	interStimInt: autoDraw = False
11.2292 	EXP 	text: text = u'N'
11.2292 	EXP 	text: autoDraw = True
11.2632 	EXP 	New trial (rep=1, index=25): OrderedDict([(u'stimulus', None), (u'category', u'blank')])
11.2807 	EXP 	text: autoDraw = False
11.2807 	EXP 	text: autoDraw = False
11.2807 	EXP 	interStimInt: autoDraw = True
11.3126 	EXP 	interStimInt: autoDraw = False
11.3126 	EXP 	interStimInt: autoDraw = False
11.3126 	EXP 	text: text = 'N'
11.3126 	EXP 	text: autoDraw = True
11.3466 	EXP 	New trial (rep=1, index=26): OrderedDict([(u'stimulus', u'R'), (u'category', u'letter')])
11.3620 	EXP 	text: autoDraw = False
11.3620 	EXP 	text: autoDraw = False
11.3620 	EXP 	interStimInt: autoDraw = True
11.3959 	EXP 	interStimInt: autoDraw = False
11.3959 	EXP 	interStimInt: autoDraw = False
11.3959 	EXP 	text: text = u'R'
11.3959 	EXP 	text: autoDraw = True
