3.2059 	WARNING 	unknown type:participant
6.0403 	EXP 	text: autoDraw = False
6.0403 	EXP 	interStimInt: autoDraw = True
6.0736 	EXP 	interStimInt: autoDraw = False
6.0736 	EXP 	interStimInt: autoDraw = False
6.0736 	EXP 	text: text = 1
6.0736 	EXP 	text: autoDraw = True
6.1074 	EXP 	New trial (rep=0, index=19): OrderedDict([(u'stimulus', 9), (u'category', u'number')])
6.1236 	EXP 	text: autoDraw = False
6.1236 	EXP 	text: autoDraw = False
6.1236 	EXP 	interStimInt: autoDraw = True
6.1589 	EXP 	interStimInt: autoDraw = False
6.1589 	EXP 	interStimInt: autoDraw = False
6.1589 	EXP 	text: text = 9
6.1589 	EXP 	text: autoDraw = True
6.1909 	EXP 	New trial (rep=0, index=20): OrderedDict([(u'stimulus', 8), (u'category', u'number')])
6.2069 	EXP 	text: autoDraw = False
6.2069 	EXP 	text: autoDraw = False
6.2069 	EXP 	interStimInt: autoDraw = True
6.2403 	EXP 	interStimInt: autoDraw = False
6.2403 	EXP 	interStimInt: autoDraw = False
6.2403 	EXP 	text: text = 8
6.2403 	EXP 	text: autoDraw = True
6.2743 	EXP 	New trial (rep=0, index=21): OrderedDict([(u'stimulus', 7), (u'category', u'number')])
6.2903 	EXP 	text: autoDraw = False
6.2903 	EXP 	text: autoDraw = False
6.2903 	EXP 	interStimInt: autoDraw = True
6.3237 	EXP 	interStimInt: autoDraw = False
6.3237 	EXP 	interStimInt: autoDraw = False
6.3237 	EXP 	text: text = 7
6.3237 	EXP 	text: autoDraw = True
6.3590 	EXP 	New trial (rep=0, index=22): OrderedDict([(u'stimulus', u'N'), (u'category', u'letter')])
6.3734 	EXP 	text: autoDraw = False
6.3734 	EXP 	text: autoDraw = False
6.3734 	EXP 	interStimInt: autoDraw = True
6.4070 	EXP 	interStimInt: autoDraw = False
6.4070 	EXP 	interStimInt: autoDraw = False
6.4070 	EXP 	text: text = u'N'
6.4070 	EXP 	text: autoDraw = True
6.4408 	EXP 	New trial (rep=0, index=23): OrderedDict([(u'stimulus', u'U'), (u'category', u'letter')])
6.4591 	EXP 	text: autoDraw = False
6.4591 	EXP 	text: autoDraw = False
6.4591 	EXP 	interStimInt: autoDraw = True
6.4903 	EXP 	interStimInt: autoDraw = False
6.4903 	EXP 	interStimInt: autoDraw = False
6.4903 	EXP 	text: text = u'U'
6.4903 	EXP 	text: autoDraw = True
6.5241 	EXP 	New trial (rep=0, index=24): OrderedDict([(u'stimulus', 4), (u'category', u'number')])
6.5402 	EXP 	text: autoDraw = False
6.5402 	EXP 	text: autoDraw = False
6.5402 	EXP 	interStimInt: autoDraw = True
6.5737 	EXP 	interStimInt: autoDraw = False
6.5737 	EXP 	interStimInt: autoDraw = False
6.5737 	EXP 	text: text = 4
6.5737 	EXP 	text: autoDraw = True
6.6075 	EXP 	New trial (rep=0, index=25): OrderedDict([(u'stimulus', u'Q'), (u'category', u'letter')])
6.6237 	EXP 	text: autoDraw = False
6.6237 	EXP 	text: autoDraw = False
6.6237 	EXP 	interStimInt: autoDraw = True
6.6587 	EXP 	interStimInt: autoDraw = False
6.6587 	EXP 	interStimInt: autoDraw = False
6.6587 	EXP 	text: text = u'Q'
6.6587 	EXP 	text: autoDraw = True
6.6909 	EXP 	New trial (rep=0, index=26): OrderedDict([(u'stimulus', u'W'), (u'category', u'letter')])
6.7069 	EXP 	text: autoDraw = False
6.7069 	EXP 	text: autoDraw = False
6.7069 	EXP 	interStimInt: autoDraw = True
6.7403 	EXP 	interStimInt: autoDraw = False
6.7403 	EXP 	interStimInt: autoDraw = False
6.7403 	EXP 	text: text = u'W'
6.7403 	EXP 	text: autoDraw = True
6.7763 	EXP 	New trial (rep=0, index=27): OrderedDict([(u'stimulus', u'F'), (u'category', u'letter')])
6.7904 	EXP 	text: autoDraw = False
6.7904 	EXP 	text: autoDraw = False
6.7904 	EXP 	interStimInt: autoDraw = True
6.8236 	EXP 	interStimInt: autoDraw = False
6.8236 	EXP 	interStimInt: autoDraw = False
6.8236 	EXP 	text: text = u'F'
6.8236 	EXP 	text: autoDraw = True
6.8576 	EXP 	New trial (rep=0, index=28): OrderedDict([(u'stimulus', u'P'), (u'category', u'letter')])
6.8755 	EXP 	text: autoDraw = False
6.8755 	EXP 	text: autoDraw = False
6.8755 	EXP 	interStimInt: autoDraw = True
6.9071 	EXP 	interStimInt: autoDraw = False
6.9071 	EXP 	interStimInt: autoDraw = False
6.9071 	EXP 	text: text = u'P'
6.9071 	EXP 	text: autoDraw = True
6.9409 	EXP 	New trial (rep=0, index=29): OrderedDict([(u'stimulus', 2), (u'category', u'number')])
6.9569 	EXP 	text: autoDraw = False
6.9569 	EXP 	text: autoDraw = False
6.9569 	EXP 	interStimInt: autoDraw = True
6.9901 	EXP 	interStimInt: autoDraw = False
6.9901 	EXP 	interStimInt: autoDraw = False
6.9901 	EXP 	text: text = 2
6.9901 	EXP 	text: autoDraw = True
7.0241 	EXP 	New trial (rep=0, index=30): OrderedDict([(u'stimulus', u'O'), (u'category', u'letter')])
7.0403 	EXP 	text: autoDraw = False
7.0403 	EXP 	text: autoDraw = False
7.0403 	EXP 	interStimInt: autoDraw = True
7.0755 	EXP 	interStimInt: autoDraw = False
7.0755 	EXP 	interStimInt: autoDraw = False
7.0755 	EXP 	text: text = u'O'
7.0755 	EXP 	text: autoDraw = True
7.1076 	EXP 	New trial (rep=0, index=31): OrderedDict([(u'stimulus', u'V'), (u'category', u'letter')])
7.1236 	EXP 	text: autoDraw = False
7.1236 	EXP 	text: autoDraw = False
7.1236 	EXP 	interStimInt: autoDraw = True
7.1570 	EXP 	interStimInt: autoDraw = False
7.1570 	EXP 	interStimInt: autoDraw = False
7.1570 	EXP 	text: text = u'V'
7.1570 	EXP 	text: autoDraw = True
7.1909 	EXP 	New trial (rep=0, index=32): OrderedDict([(u'stimulus', u'J'), (u'category', u'letter')])
7.2070 	EXP 	text: autoDraw = False
7.2070 	EXP 	text: autoDraw = False
7.2070 	EXP 	interStimInt: autoDraw = True
7.2404 	EXP 	interStimInt: autoDraw = False
7.2404 	EXP 	interStimInt: autoDraw = False
7.2404 	EXP 	text: text = u'J'
7.2404 	EXP 	text: autoDraw = True
7.2766 	EXP 	New trial (rep=0, index=33): OrderedDict([(u'stimulus', u'H'), (u'category', u'letter')])
7.2902 	EXP 	text: autoDraw = False
7.2902 	EXP 	text: autoDraw = False
7.2902 	EXP 	interStimInt: autoDraw = True
7.3237 	EXP 	interStimInt: autoDraw = False
7.3237 	EXP 	interStimInt: autoDraw = False
7.3237 	EXP 	text: text = u'H'
7.3237 	EXP 	text: autoDraw = True
7.3578 	EXP 	New trial (rep=0, index=34): OrderedDict([(u'stimulus', u'I'), (u'category', u'letter')])
7.3758 	EXP 	text: autoDraw = False
7.3758 	EXP 	text: autoDraw = False
7.3758 	EXP 	interStimInt: autoDraw = True
7.4073 	EXP 	interStimInt: autoDraw = False
7.4073 	EXP 	interStimInt: autoDraw = False
7.4073 	EXP 	text: text = u'I'
7.4073 	EXP 	text: autoDraw = True
7.4409 	EXP 	New trial (rep=0, index=35): OrderedDict([(u'stimulus', None), (u'category', u'blank')])
7.4570 	EXP 	text: autoDraw = False
7.4570 	EXP 	text: autoDraw = False
7.4570 	EXP 	interStimInt: autoDraw = True
7.4907 	EXP 	interStimInt: autoDraw = False
7.4907 	EXP 	interStimInt: autoDraw = False
7.4907 	EXP 	text: text = 'I'
7.4907 	EXP 	text: autoDraw = True
7.5241 	EXP 	New trial (rep=0, index=36): OrderedDict([(u'stimulus', u'D'), (u'category', u'letter')])
7.5403 	EXP 	text: autoDraw = False
7.5403 	EXP 	text: autoDraw = False
7.5403 	EXP 	interStimInt: autoDraw = True
7.5757 	EXP 	interStimInt: autoDraw = False
7.5757 	EXP 	interStimInt: autoDraw = False
7.5757 	EXP 	text: text = u'D'
7.5757 	EXP 	text: autoDraw = True
7.6245 	EXP 	window1: mouseVisible = True
